seed,tracker,scans,total_births,total_confirmed_births,rms_gospa,rms_localization,rms_missed,rms_false,early_rms_gospa,late_rms_gospa,mean_cardinality_error,mean_false_targets,mean_missed_targets,final_birth_atoms,recurrent_birth_atoms,spurious_birth_atoms,birth_region_error,runtime_seconds
150,pmbm_broad,96,NaN,NaN,4.36109568126,0.888813183091,3.60843918244,2.28217732294,4.59909892209,4.23708365082,0.364583333333,0.104166666667,0.260416666667,NaN,NaN,NaN,NaN,134.837735891
150,pmbm_oracle,96,NaN,NaN,3.01418919647,0.867181168359,1.02062072616,2.70030862434,2.93938496947,3.05090359873,0.166666666667,0.145833333333,0.0208333333333,NaN,NaN,NaN,NaN,4.44065594673
151,pmbm_broad,96,NaN,NaN,4.50997366093,0.740402428176,3.75,2.39356776939,4.57618827898,4.47649908423,0.375,0.114583333333,0.28125,NaN,NaN,NaN,NaN,167.223360062
151,pmbm_oracle,96,NaN,NaN,3.14683771476,0.72635225824,1.25,2.79508497187,3.14472629626,3.14789289293,0.166666666667,0.15625,0.03125,NaN,NaN,NaN,NaN,4.78656888008
152,pmbm_broad,96,NaN,NaN,4.90791074599,0.806280280449,3.95284707521,2.79508497187,4.40982722426,5.13888059426,0.40625,0.15625,0.3125,NaN,NaN,NaN,NaN,169.721025944
152,pmbm_oracle,96,NaN,NaN,3.90832884045,0.831685632754,1.61374306092,3.46109327622,3.41914082928,4.13125761511,0.25,0.239583333333,0.0520833333333,NaN,NaN,NaN,NaN,4.47397899628
153,pmbm_broad,96,NaN,NaN,5.39714421324,0.69522106211,4.62105687767,2.70030862434,4.9050087697,5.62709454091,0.53125,0.145833333333,0.427083333333,NaN,NaN,NaN,NaN,154.26326108
153,pmbm_oracle,96,NaN,NaN,3.8874686578,0.727378328014,2.28217732294,3.06186217848,4.02642465257,3.81609369732,0.25,0.1875,0.104166666667,NaN,NaN,NaN,NaN,4.17152404785
154,pmbm_broad,96,NaN,NaN,5.10330518613,0.723111671458,3.95284707521,3.14576434803,5.76310412779,4.73908230992,0.46875,0.197916666667,0.3125,NaN,NaN,NaN,NaN,173.097265005
154,pmbm_oracle,96,NaN,NaN,3.82525639324,0.755040710198,1.02062072616,3.60843918244,4.89587995585,3.1565898435,0.28125,0.260416666667,0.0208333333333,NaN,NaN,NaN,NaN,6.21777486801
155,pmbm_broad,96,NaN,NaN,5.15553351843,0.733388841604,4.33012701892,2.70030862434,4.72457330692,5.35803063851,0.458333333333,0.145833333333,0.375,NaN,NaN,NaN,NaN,149.736859083
155,pmbm_oracle,96,NaN,NaN,3.39029986739,0.746078541974,1.90940653956,2.70030862434,3.13759357421,3.50983661553,0.21875,0.145833333333,0.0729166666667,NaN,NaN,NaN,NaN,4.36100482941
156,pmbm_broad,96,NaN,NaN,4.71322346581,0.927528313309,4.01818781708,2.28217732294,4.37764987098,4.87235096863,0.40625,0.104166666667,0.322916666667,NaN,NaN,NaN,NaN,159.359297037
156,pmbm_oracle,96,NaN,NaN,3.24510824312,0.79680247002,1.61374306092,2.70030862434,2.59324458713,3.52613563551,0.197916666667,0.145833333333,0.0520833333333,NaN,NaN,NaN,NaN,5.07249188423
